Product Code,Cat 1,Cat 2,Cat 3,Item,Sub Category,Range/Brand,Length cm (approx),Height cm (approx),Width cm (approx),Depth cm (approx),Size (all sizes are approximate),Fabric,Colour,Web product Name,Product Description,User Tags,image name 1 (same as sku),image name 2 (same as sku),image name 3 (same as sku),Image name 4 (same as sku),Cost Price (ex VAT,Mark up %,Selling Price (ex VAT),Returns & Delivery
,Living Room,,,Sofa,Sofas,Kai,,96,161,90,,Polyester,Linen,Malmo 2 Seater Sofa - Linen,"The Malmo two seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 161cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","sofa,2 seater sofa,two seater sofa,Malmo",MALMO spec card,Alan,,,£325.00,75%,£568.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,161,90,,Polyester,Charcoal,Malmo 2 Seater Sofa - Charcoal,"The Malmo two seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 161cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","sofa,2 seater sofa,two seater sofa,Malmo",MALMO spec card,Alan,,,£325.00,75%,£568.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,161,90,,Polyester,Steel,Malmo 2 Seater Sofa - Steel,"The Malmo two seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 161cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","sofa,2 seater sofa,two seater sofa,Malmo",MALMO spec card,Alan,,,£325.00,75%,£568.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,161,90,,Polyester,Cream,Malmo 2 Seater Sofa - Cream,"The Malmo two seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 161cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","sofa,2 seater sofa,two seater sofa,Malmo",MALMO spec card,Alan,,,£325.00,75%,£568.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,191,90,,Polyester,Bark,Malmo 3 Seater Sofa - Bark,"The Malmo three seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 191cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Shown here in Charcoal. Made in the UK. Comes with a five year warranty.","sofa,3 seater sofa,three seater sofa,Malmo",Kai-3-seater,Kai-3-seater-2,MALMO spec card,Alan,£375.00,75%,£656.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,191,90,,Polyester,Linen,Malmo 3 Seater Sofa - Linen,"The Malmo three seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 191cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Shown here in Charcoal. Made in the UK. Comes with a five year warranty.","sofa,3 seater sofa,three seater sofa,Malmo",Kai-3-seater,Kai-3-seater-2,MALMO spec card,Alan,£375.00,75%,£656.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,191,90,,Polyester,Charcoal,Malmo 3 Seater Sofa - Charcoal,"The Malmo three seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 191cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Shown here in Charcoal. Made in the UK. Comes with a five year warranty.","sofa,3 seater sofa,three seater sofa,Malmo",Kai-3-seater,Kai-3-seater-2,MALMO spec card,Alan,£375.00,75%,£656.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,191,90,,Polyester,Steel,Malmo 3 Seater Sofa - Steel,"The Malmo three seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 191cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Shown here in Charcoal. Made in the UK. Comes with a five year warranty.","sofa,3 seater sofa,three seater sofa,Malmo",Kai-3-seater,Kai-3-seater-2,MALMO spec card,Alan,£375.00,75%,£656.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,191,90,,Polyester,Cream,Malmo 3 Seater Sofa - Cream,"The Malmo three seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 191cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Shown here in Charcoal. Made in the UK. Comes with a five year warranty.","sofa,3 seater sofa,three seater sofa,Malmo",Kai-3-seater,Kai-3-seater-2,MALMO spec card,Alan,£375.00,75%,£656.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,226,90,,Polyester,Bark,Malmo 4 Seater Sofa - Bark,"The Malmo four seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 226cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Made in the UK. Three seater shown here in Charcoal. Comes with a five year warranty.","sofa,4 seater sofa,four seater sofa,Malmo",MALMO spec card,Alan,,,£385.00,75%,£673.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,226,90,,Polyester,Linen,Malmo 4 Seater Sofa - Linen,"The Malmo four seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 226cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Made in the UK. Three seater shown here in Charcoal. Comes with a five year warranty.","sofa,4 seater sofa,four seater sofa,Malmo",MALMO spec card,Alan,,,£385.00,75%,£673.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,226,90,,Polyester,Charcoal,Malmo 4 Seater Sofa - Charcoal,"The Malmo four seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 226cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Made in the UK. Three seater shown here in Charcoal. Comes with a five year warranty.","sofa,4 seater sofa,four seater sofa,Malmo",MALMO spec card,Alan,,,£385.00,75%,£673.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,226,90,,Polyester,Steel,Malmo 4 Seater Sofa - Steel,"The Malmo four seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 226cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Made in the UK. Three seater shown here in Charcoal. Comes with a five year warranty.","sofa,4 seater sofa,four seater sofa,Malmo",MALMO spec card,Alan,,,£385.00,75%,£673.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Sofa,Sofas,Kai,,96,226,90,,Polyester,Cream,Malmo 4 Seater Sofa - Cream,"The Malmo four seater sofa is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 226cmW, 90cmD, 96cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Made in the UK. Three seater shown here in Charcoal. Comes with a five year warranty.","sofa,4 seater sofa,four seater sofa,Malmo",MALMO spec card,Alan,,,£385.00,75%,£673.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Kai,,42,60,50,,Polyester,Bark,Malmo Footstool - Bark,"The Malmo foot stool is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 60cmW, 50cmD, 42cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Malmo",MALMO spec card,Alan,,,£75.00,75%,£131.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Kai,,42,60,50,,Polyester,Linen,Malmo Footstool - Linen,"The Malmo foot stool is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 60cmW, 50cmD, 42cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Malmo",MALMO spec card,Alan,,,£75.00,75%,£131.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Kai,,42,60,50,,Polyester,Charcoal,Malmo Footstool - Charcoal,"The Malmo foot stool is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 60cmW, 50cmD, 42cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Malmo",MALMO spec card,Alan,,,£75.00,75%,£131.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Kai,,42,60,50,,Polyester,Steel,Malmo Footstool - Steel,"The Malmo foot stool is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 60cmW, 50cmD, 42cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Malmo",MALMO spec card,Alan,,,£75.00,75%,£131.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Kai,,42,60,50,,Polyester,Cream,Malmo Footstool - Cream,"The Malmo foot stool is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 60cmW, 50cmD, 42cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Malmo",MALMO spec card,Alan,,,£75.00,75%,£131.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Kai,,40,95,65,,Polyester,Bark,Malmo Designer Footstool - Bark,"The Malmo designer foot stool is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 95cmW, 65cmD, 40cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Malmo",MALMO spec card,Alan,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Kai,,40,95,65,,Polyester,Linen,Malmo Designer Footstool - Linen,"The Malmo designer foot stool is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 95cmW, 65cmD, 40cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Malmo",MALMO spec card,Alan,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Kai,,40,95,65,,Polyester,Charcoal,Malmo Designer Footstool - Charcoal,"The Malmo designer foot stool is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 95cmW, 65cmD, 40cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Malmo",MALMO spec card,Alan,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Kai,,40,95,65,,Polyester,Steel,Malmo Designer Footstool - Steel,"The Malmo designer foot stool is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 95cmW, 65cmD, 40cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Malmo",MALMO spec card,Alan,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Footstool,Footstools,Kai,,40,95,65,,Polyester,Cream,Malmo Designer Footstool - Cream,"The Malmo designer foot stool is a modern Scandi style with clean lines, tapered light wooden legs and a subtle colour palette. 95cmW, 65cmD, 40cmH. Available in Charcoal, Cream, Steel, Linen, Bark and Olive. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","foot stool,footstool,poufee,Malmo",MALMO spec card,Alan,,,£95.00,75%,£166.25,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Armchair,Armchairs,Modena,,94,92,94,,Polyester,Charcoal,Berlin Armchair - Charcoal,"The Berlin arm chair features angular lines and a contemporary design with stainless steel legs. 92cmW, 94cmD, 94cmH. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","armchair,chair,Berlin",BERLIN spec sheet,Swatch 32 Charles Charcoal-min,,,£185.00,75%,£323.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Armchair,Armchairs,Modena,,94,92,94,,Polyester,Slate,Berlin Armchair - Slate,"The Berlin arm chair features angular lines and a contemporary design with stainless steel legs. 92cmW, 94cmD, 94cmH. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","armchair,chair,Berlin",BERLIN spec sheet,Swatch 33 Charles Slate-min,,,£185.00,75%,£323.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Armchair,Armchairs,Modena,,94,92,94,,Polyester,Pearl,Berlin Armchair - Pearl,"The Berlin arm chair features angular lines and a contemporary design with stainless steel legs. 92cmW, 94cmD, 94cmH. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","armchair,chair,Berlin",BERLIN spec sheet,Swatch 34 Charles Pearl-min,,,£185.00,75%,£323.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Armchair,Armchairs,Modena,,94,92,94,,Polyester,Fudge,Berlin Armchair - Fudge,"The Berlin arm chair features angular lines and a contemporary design with stainless steel legs. 92cmW, 94cmD, 94cmH. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","armchair,chair,Berlin",BERLIN spec sheet,Swatch 35 Charles Fudge-min,,,£185.00,75%,£323.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
,Living Room,,,Armchair,Armchairs,Modena,,94,92,94,,Polyester,Nutmeg,Berlin Armchair - Nutmeg,"The Berlin arm chair features angular lines and a contemporary design with stainless steel legs. 92cmW, 94cmD, 94cmH. Three seater shown here in Charcoal. Made in the UK. Comes with a five year warranty.","armchair,chair,Berlin",BERLIN spec sheet,Swatch 36 Charles Nutmeg-min,,,£185.00,75%,£323.75,"All orders are subject to acceptance and product availability. This item will be delivered in 10-15 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct"
